,Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
137,tha,ell,0.0276,57,4,0.0216792842395044,2521,1000,2.521,0.2837253360022877,0.9207858048162232,0.478678677938452,1.0,0.4809,0.5079,0.4359,0.5107,0.39578524072675675
138,tha,sme,0.1728,20,41,0.0058499655884377,3122,1000,3.122,0.4513223794042703,0.9207858048162232,0.2599478894212133,1.0,0.476,0.6673,1.238,1.2969,0.4274238125287679
139,tha,glg,0.1451,31,30,0.0282174810736407,3993,1000,3.993,0.2302721876615389,0.9207858048162232,0.5623766287923242,1.0,0.5065,0.5281,0.7261,0.4343,0.5061212050365314
140,tha,srp,0.1747,19,42,0.0168616655196145,3891,1000,3.891,0.3111760696308725,0.9207858048162232,0.4383152256399112,1.0,0.4683,0.6455,1.2515,1.2969,0.4062977358744878
141,tha,got,0.1594,25,36,0.0,5401,1000,5.401,0.1811019353439708,0.9207858048162232,0.6453199108819084,1.0,0.4631,0.6433,1.238,1.2969,0.37373731583845515
142,tha,tur,0.1667,22,39,0.0010323468685478,5635,1000,5.635,0.5061541783632045,0.9207858048162232,0.202771829558103,1.0,0.4486,0.4635,0.4078,0.455,0.34763064668238824
143,tha,zho,0.2024,8,53,0.0003441156228492,4997,1000,4.997,0.9869043288468534,0.9207858048162232,0.0051561918678572,1.0,0.4336,0.4596,0.3824,0.5671,0.12038919952169966
144,tha,urd,0.1282,36,25,0.0302821748107364,5130,1000,5.13,0.1056406117958751,0.9207858048162232,0.7837051718636135,1.0,0.4454,0.4656,0.7928,0.4626,0.1618458474131689
145,tha,chu,0.1513,29,32,0.0,6337,1000,6.337,0.1959524016329366,0.9207858048162232,0.6196681396833749,1.0,0.531,0.6777,1.238,1.2969,0.39583514834195904
146,tha,swe,0.162,23,38,0.022367515485203,6026,1000,6.026,0.2404336943809909,0.9207858048162232,0.5459466956269889,1.0,0.4453,0.4758,0.7566,0.4244,0.4068139643970796
147,tha,dan,0.0312,54,7,0.0227116311080523,5512,1000,5.512,0.2897915761056075,0.9207858048162232,0.4696058985210846,1.0,0.4679,0.6783,1.238,1.2969,0.43335749602042967
148,tha,ind,0.0974,39,22,0.040949759119064,5593,1000,5.593,0.2927781145801758,0.9207858048162232,0.4651710654731187,1.0,0.1957,0.2219,0.2729,0.4073,0.13237863955651646
149,tha,ukr,0.0234,58,3,0.0264969029593943,5873,1000,5.873,0.4399821508255243,0.9207858048162232,0.2726580272966916,1.0,0.4478,0.4701,0.7506,0.4418,0.36003294610272546
150,tha,fas,0.1546,27,34,0.0,5997,1000,5.997,0.15688157524207,0.9207858048162232,0.6882727865199669,1.0,0.4703,0.4833,0.4445,0.4741,0.2589095002826791
151,tha,heb,0.1798,15,46,0.019958706125258,6216,1000,6.216,0.4067013046511386,0.9207858048162232,0.311710756397505,1.0,0.4032,0.4491,0.737,0.5147,0.35587818860994713
152,tha,eus,0.2323,5,56,0.0192704748795595,8993,1000,8.993,0.3519527880166261,0.9207858048162232,0.3816386593925079,0.967,0.4498,0.4739,0.4973,0.5465,0.500301678731055
153,tha,lav,0.0339,52,9,0.0158293186510667,7703,1000,7.703,0.37546297265061,0.9207858048162232,0.3507439045387122,1.0,0.4585,0.6478,0.3661,1.2969,0.3878488878080923
154,tha,slv,0.0532,49,12,0.0251204404679972,8000,1000,8.0,0.3676498731122853,0.9207858048162232,0.360866453464195,1.0,0.4744,0.5049,0.7823,0.4073,0.4279507974875721
155,tha,hrv,0.1868,11,50,0.0240880935994494,8889,1000,8.889,0.2981575694863614,0.9207858048162232,0.4572359739456759,1.0,0.5053,0.5083,0.7823,0.4868,0.4223919653056817
156,tha,ron,0.0539,48,13,0.0364762560220234,9524,1000,9.524,0.2570438554726763,0.9207858048162232,0.5196145483589127,1.0,0.4149,0.4341,0.5988,0.4343,0.38387057114672923
157,tha,slk,0.0398,50,11,0.0213351686166551,10604,1000,10.604,0.4130087201061381,0.9207858048162232,0.3041087841468121,1.0,0.531,0.6777,1.238,1.2969,0.4107001648389546
158,tha,bul,0.143,32,29,0.0299380591878871,11138,1000,11.138,0.2891950325041875,0.9207858048162232,0.4704942515485178,1.0,0.3959,0.4224,0.5174,0.4765,0.383682327026301
159,tha,por,0.1761,17,44,0.0371644872677219,12078,1000,12.078,0.1985895453616555,0.9207858048162232,0.6151672952409939,1.0,0.4685,0.4935,0.7196,0.3928,0.8186567720338381
160,tha,nld,0.0311,55,6,0.0326909841706813,13583,1000,13.583,0.2163749886307094,0.9207858048162232,0.5852410771574443,1.0,0.4884,0.5075,0.7323,0.4564,0.45764482652277677
161,tha,eng,0.0843,43,18,0.0320027529249827,16622,1000,16.622,0.1746279711803919,0.9207858048162232,0.6566654621784946,1.0,0.4238,0.4387,0.3546,0.3951,0.401293199502723
162,tha,ita,0.0291,56,5,0.0361321403991741,14167,1000,14.167,0.2090539911907565,0.9207858048162232,0.5974692064091637,1.0,0.4704,0.5005,0.7506,0.4626,0.44923482860942954
163,tha,cat,0.1585,26,35,0.0375086028905712,16678,1000,16.678,0.1431069684669108,0.9207858048162232,0.713318240603505,1.0,0.4741,0.4864,0.422,0.3878,0.5112730575520448
164,tha,hin,0.0891,41,20,0.0216792842395044,16647,1000,16.647,0.072831563624156,0.9207858048162232,0.848061997724845,1.0,0.4766,0.4823,0.4278,0.4344,0.12078074286688055
165,tha,pol,0.2006,9,52,0.0203028217481073,17246,1000,17.246,0.4049278834815912,0.9207858048162232,0.313865063453387,1.0,0.4905,0.5238,0.4445,0.4859,0.40817773665298246
166,tha,deu,0.0827,44,17,0.0540261527873365,15590,1000,15.59,0.2724193133980275,0.9207858048162232,0.4958198306079207,1.0,0.4023,0.4212,0.4445,0.4433,0.44057214789064697
167,tha,fro,0.1615,24,37,0.0006882312456985,17678,1000,17.678,0.0937745835963677,0.9207858048162232,0.8066879574943541,1.0,0.4699,0.6467,1.238,1.2969,0.4728632483252141
168,tha,spa,0.1845,14,47,0.0354439091534755,17680,1000,17.68,0.1474296839146102,0.9207858048162232,0.7054103436166448,1.0,0.372,0.4118,0.571,0.5065,0.7599548933671598
169,tha,fra,0.0549,47,14,0.0464556090846524,16448,1000,16.448,0.2057620460579268,0.9207858048162232,0.6030088896789312,1.0,0.4197,0.4514,0.4278,0.4448,0.4833493910482284
170,tha,fin,0.1288,35,26,0.0251204404679972,18723,1000,18.723,0.3189427368077481,0.9207858048162232,0.4272177560611625,1.0,0.4142,0.432,0.3661,0.3782,0.3877751342671808
171,tha,grc,0.1496,30,31,0.0,17081,1000,17.081,0.1730742274014335,0.9207858048162232,0.659403092526099,1.0,0.5236,0.7023,1.238,1.2969,0.3972279430527214
172,tha,nor,0.0191,59,2,0.0371644872677219,20045,1000,20.045,0.1846147253241721,0.9207858048162232,0.639205161942053,1.0,0.43,0.4414,0.4445,0.4631,0.43399198110127235
173,tha,ara,0.1721,21,40,0.0,19738,1000,19.738,4.7672168034857886e-06,0.9207858048162232,0.999989645356308,1.0,0.4315,0.6567,1.238,1.2969,0.3012116811025172
174,tha,lao,0.0007,60,1,0.0,18400,1000,18.4,0.1715984617000315,0.9207858048162232,0.6620086020017902,0.0,0.255,0.2828,0.7125,0.371,0.04444771901310139
175,tha,est,0.0323,53,8,0.0340674466620784,26197,1000,26.197,0.3337469262526225,0.9207858048162232,0.4064587700903833,0.967,0.5143,0.6991,1.238,1.2969,0.38549640468994995
176,tha,kor,0.242,2,59,0.0289057123193392,27363,1000,27.363,0.2977608806802764,0.9207858048162232,0.4578187877752848,1.0,0.4634,0.4683,0.4078,0.3974,0.18530590251712437
177,tha,jpn,0.1771,16,45,0.0,57256,1000,57.256,0.0003197953309881,0.9207858048162232,0.999305506675404,1.0,0.4486,0.4756,0.4744,0.4425,0.22186223808965508
178,tha,rus,0.0885,42,19,0.0529938059187887,61889,1000,61.889,0.2241205920170711,0.9207858048162232,0.5724413790331261,1.0,0.4391,0.4895,0.4078,0.5375,0.28086451553193564
179,tha,ces,0.2396,3,58,0.0478320715760495,87913,1000,87.913,0.1727176492441835,0.9207858048162232,0.660032171471259,1.0,0.4703,0.51,0.7823,0.514,0.4176022840370936
180,yor,bxr,0.2225,30,31,0.0015128593040847,927,100,9.27,0.6023336111441838,0.2977477477477477,1.0464597180153985,1.0,0.5347,0.7214,1.2307,1.2476,0.4495814673800505
181,yor,kmr,0.2846,7,54,0.0075642965204236,754,100,7.54,0.3877346961448728,0.2977477477477477,0.0913402253633848,1.0,0.2686,0.2801,0.5741,0.5314,0.2183372935684906
182,yor,hsb,0.2608,14,47,0.0060514372163388,646,100,6.46,0.5423194196193881,0.2977477477477477,0.6747071844530453,1.0,0.3945,0.544,1.2307,1.2476,0.23491501432198447
183,yor,kaz,0.2522,21,40,0.0015128593040847,1078,100,10.78,0.6191198786039454,0.2977477477477477,1.1649826424605492,1.0,0.3712,0.5309,1.1658,1.2476,0.36278628552793557
184,yor,hye,0.2474,25,36,0.0015128593040847,564,100,5.64,0.5479001354751306,0.2977477477477477,0.7058498636715045,1.0,0.5359,0.585,0.5303,0.4713,0.28764109474012545
185,yor,swl,0.0763,58,3,0.0015128593040847,203,100,2.03,0.4872907625542468,0.2977477477477477,0.4052458705583134,1.0,0.3945,0.544,1.2307,1.2476,0.2970033287970302
186,yor,lit,0.2083,33,28,0.0015128593040847,263,100,2.63,0.5654157163591126,0.2977477477477477,0.8081571803071095,1.0,0.5252,0.5969,0.6383,0.466,0.2694261221783315
187,yor,bel,0.1585,47,14,0.0015128593040847,393,100,3.93,0.5525618374558304,0.2977477477477477,0.7324026489784855,1.0,0.5557,0.7455,1.2307,1.2476,0.27291899571890255
188,yor,mar,0.2619,13,48,0.0015128593040847,466,100,4.66,0.5290718671000361,0.2977477477477477,0.6035939317173133,1.0,0.5333,0.5798,0.7141,0.4163,0.3860356253426254
189,yor,cop,0.2243,29,32,0.0015128593040847,514,100,5.14,0.4940717882085432,0.2977477477477477,0.4347604173012513,1.0,0.4947,0.5608,0.6116,0.6902,0.14813179372177743
190,yor,tam,0.2292,28,33,0.0015128593040847,600,100,6.0,0.5614149588826524,0.2977477477477477,0.7841791322119821,1.0,0.5245,0.5789,0.7347,0.4724,0.3896421909422876
191,yor,gle,0.2496,24,37,0.037821482602118,1020,100,10.2,0.3499300699300699,0.2977477477477477,0.0307149514848616,1.0,0.5257,0.5864,0.6782,0.4713,0.2589601930661665
192,yor,hun,0.3356,1,60,0.0136157337367624,1800,100,18.0,0.4546198320061089,0.2977477477477477,0.2775839576928805,1.0,0.5063,0.5633,0.4477,0.3818,0.2205481153702853
193,yor,tel,0.2768,11,50,0.0015128593040847,1328,100,13.28,0.3446196660482374,0.2977477477477477,0.0247815511095069,1.0,0.4898,0.5145,0.5303,0.4581,0.38641890528803785
194,yor,afr,0.1767,41,20,0.010590015128593,1934,100,19.34,0.203484865408243,0.2977477477477477,0.1002269375472701,1.0,0.662,0.6041,0.7573,0.5345,0.2335963225041785
195,yor,vie,0.2597,15,46,0.0317700453857791,3000,100,30.0,0.1568043561492321,0.2977477477477477,0.2240745153896829,1.0,0.4081,0.4471,0.4891,0.4989,0.5289027705163984
196,yor,uig,0.2853,6,55,0.0015128593040847,3456,100,34.56,0.4374610522567435,0.2977477477477477,0.2201803508419331,1.0,0.2907,0.4989,1.1753,1.2476,0.4902702789861615
197,yor,ell,0.1429,51,10,0.0015128593040847,2521,100,25.21,0.2837253360022877,0.2977477477477477,0.0022179331933348,1.0,0.5225,0.5909,0.4918,0.4835,0.20539507594374987
198,yor,sme,0.3047,2,59,0.0075642965204236,3122,100,31.22,0.4513223794042703,0.2977477477477477,0.2660369711000633,1.0,0.4836,0.6889,1.2307,1.2476,0.28642507059931605
199,yor,glg,0.2422,27,34,0.037821482602118,3993,100,39.93,0.2302721876615389,0.2977477477477477,0.0513565718703775,1.0,0.5717,0.6197,0.7347,0.3878,0.17930492883166044
200,yor,srp,0.2868,5,56,0.0196671709531013,3891,100,38.91,0.3111760696308725,0.2977477477477477,0.0020339792393968,1.0,0.3219,0.5113,1.2438,1.2476,0.20882485804649334
201,yor,got,0.1324,53,8,0.0090771558245083,5401,100,54.01,0.1811019353439708,0.2977477477477477,0.1534763048130209,1.0,0.309,0.5068,1.2307,1.2476,0.22947866785889826
202,yor,tur,0.2533,20,41,0.0151285930408472,5635,100,56.35,0.5061541783632045,0.2977477477477477,0.4899201036396276,1.0,0.5102,0.5746,0.4685,0.4724,0.2139452775131439
203,yor,zho,0.17,43,18,0.0015128593040847,4997,100,49.97,0.9869043288468534,0.2977477477477477,5.357212154972525,1.0,0.5274,0.5548,0.4891,0.5772,0.49632092926731286
204,yor,urd,0.1536,48,13,0.0015128593040847,5130,100,51.3,0.1056406117958751,0.2977477477477477,0.41628429294451,1.0,0.2723,0.2918,0.8089,0.4772,0.3523023331141421
205,yor,chu,0.1179,56,5,0.0015128593040847,6337,100,63.37,0.1959524016329366,0.2977477477477477,0.1168850256930692,1.0,0.3945,0.544,1.2307,1.2476,0.2020960259031078
206,yor,swe,0.2504,23,38,0.0151285930408472,6026,100,60.26,0.2404336943809909,0.2977477477477477,0.0370531621862144,1.0,0.5449,0.5865,0.7691,0.4786,0.2992088141953976
207,yor,dan,0.1782,40,21,0.0196671709531013,5512,100,55.12,0.2897915761056075,0.2977477477477477,0.000714021546743,1.0,0.5571,0.7322,1.2307,1.2476,0.259911560228894
208,yor,ind,0.2106,32,29,0.0257186081694402,5593,100,55.93,0.2927781145801758,0.2977477477477477,0.0002785811296038,1.0,0.3439,0.3915,0.4697,0.3834,0.607635858012311
209,yor,ukr,0.1674,44,17,0.0045385779122541,5873,100,58.73,0.4399821508255243,0.2977477477477477,0.2281982653945778,1.0,0.4737,0.5375,0.7215,0.3442,0.2532952673279575
210,yor,fas,0.074,59,2,0.0015128593040847,5997,100,59.97,0.15688157524207,0.2977477477477477,0.2238290538503724,1.0,0.5041,0.5657,0.4891,0.436,0.27037587807333696
211,yor,heb,0.1815,39,22,0.0015128593040847,6216,100,62.16,0.4067013046511386,0.2977477477477477,0.1339016274705725,1.0,0.4273,0.5294,0.7506,0.5347,0.202860371538284
212,yor,eus,0.2779,10,51,0.0121028744326777,8993,100,89.93,0.3519527880166261,0.2977477477477477,0.0331422792843333,0.9654,0.499,0.5578,0.5541,0.5008,0.18388835706264778
213,yor,lav,0.2522,21,40,0.010590015128593,7703,100,77.03,0.37546297265061,0.2977477477477477,0.0681263695860404,1.0,0.4956,0.6966,0.4225,1.2476,0.2769414333418599
214,yor,slv,0.2191,31,30,0.0317700453857791,8000,100,80.0,0.3676498731122853,0.2977477477477477,0.0551167741121513,1.0,0.5166,0.5836,0.7573,0.3561,0.20774477368825667
215,yor,hrv,0.256,18,43,0.0287443267776096,8889,100,88.89,0.2981575694863614,0.2977477477477477,1.8944930342298864e-06,1.0,0.3658,0.3428,0.7573,0.4045,0.21408134304431625
216,yor,ron,0.2597,15,46,0.021180030257186,9524,100,95.24,0.2570438554726763,0.2977477477477477,0.0186885200333816,1.0,0.2284,0.226,0.5464,0.3338,0.2226791088638486
217,yor,slk,0.2805,8,53,0.0272314674735249,10604,100,106.04,0.4130087201061381,0.2977477477477477,0.1498537405521354,1.0,0.3945,0.544,1.2307,1.2476,0.22578733827098063
218,yor,bul,0.1931,35,26,0.0015128593040847,11138,100,111.38,0.2891950325041875,0.2977477477477477,0.0008251084892318,1.0,0.2648,0.266,0.571,0.4592,0.20787947529547685
219,yor,por,0.2786,9,52,0.0272314674735249,12078,100,120.78,0.1985895453616555,0.2977477477477477,0.1109073477965457,1.0,0.5379,0.5934,0.7283,0.3596,0.34289573509182764
220,yor,nld,0.1492,50,11,0.021180030257186,13583,100,135.83,0.2163749886307094,0.2977477477477477,0.0746897685743493,1.0,0.5444,0.5937,0.7406,0.4516,0.23901920243129177
221,yor,eng,0.2872,4,57,0.0242057488653555,16622,100,166.22,0.1746279711803919,0.2977477477477477,0.1709852577153015,1.0,0.5416,0.5843,0.4697,0.4829,0.3850013678340016
222,yor,ita,0.1864,37,24,0.0287443267776096,14167,100,141.67,0.2090539911907565,0.2977477477477477,0.0887338099047133,1.0,0.5307,0.5884,0.7215,0.3442,0.20211784293398657
223,yor,cat,0.263,12,49,0.0423600605143721,16678,100,166.78,0.1431069684669108,0.2977477477477477,0.2697435625817371,1.0,0.5543,0.5928,0.5303,0.3559,0.18484927833501713
224,yor,hin,0.1756,42,19,0.0015128593040847,16647,100,166.47,0.072831563624156,0.2977477477477477,0.5706166548372079,1.0,0.5231,0.5705,0.4657,0.4702,0.3861730990127085
225,yor,pol,0.2972,3,58,0.0151285930408472,17246,100,172.46,0.4049278834815912,0.2977477477477477,0.1295781082724733,1.0,0.5543,0.6301,0.5464,0.4939,0.2485921581733249
226,yor,deu,0.1607,45,16,0.0181543116490166,15590,100,155.9,0.2724193133980275,0.2977477477477477,0.0072363526006744,1.0,0.2028,0.2276,0.5464,0.4588,0.24249003552592976
227,yor,fro,0.1228,55,6,0.037821482602118,17678,100,176.78,0.0937745835963677,0.2977477477477477,0.4692984241278036,1.0,0.3183,0.5107,1.2307,1.2476,0.20477790299137327
228,yor,spa,0.2452,26,35,0.0499243570347957,17680,100,176.8,0.1474296839146102,0.2977477477477477,0.2548739069950739,1.0,0.2405,0.2429,0.5132,0.4542,0.4587973995465914
229,yor,fra,0.1901,36,25,0.0287443267776096,16448,100,164.48,0.2057620460579268,0.2977477477477477,0.095442911954022,1.0,0.5233,0.5794,0.4657,0.4171,0.19879683847525095
230,yor,fin,0.2574,17,44,0.0166414523449319,18723,100,187.23,0.3189427368077481,0.2977477477477477,0.0050672160708272,1.0,0.4935,0.5515,0.4918,0.4212,0.31317244084059054
231,yor,grc,0.1343,52,9,0.0015128593040847,17081,100,170.81,0.1730742274014335,0.2977477477477477,0.1753280792906389,1.0,0.5768,0.7509,1.2307,1.2476,0.1793079909083597
232,yor,nor,0.1834,38,23,0.0317700453857791,20045,100,200.45,0.1846147253241721,0.2977477477477477,0.1443716132455467,1.0,0.2491,0.2712,0.5464,0.5457,0.2849346853676529
233,yor,ara,0.0956,57,4,0.0015128593040847,19738,100,197.38,4.7672168034857886e-06,0.2977477477477477,0.9999679784067168,1.0,0.5017,0.7131,1.2307,1.2476,0.22667886181556568
234,yor,lao,0.0257,60,1,0.0136157337367624,18400,100,184.0,0.1715984617000315,0.2977477477477477,0.1795033771735067,1.0,0.3505,0.387,0.7215,0.3673,0.5152686596126278
235,yor,est,0.1975,34,27,0.0151285930408472,26197,100,261.97,0.3337469262526225,0.2977477477477477,0.0146180085188226,0.9654,0.5487,0.7321,1.2307,1.2476,0.2880851979845837
236,yor,kor,0.1514,49,12,0.0015128593040847,27363,100,273.63,0.2977608806802764,0.2977477477477477,1.945478591239749e-09,1.0,0.5138,0.5697,0.535,0.4933,0.5870899185293204
237,yor,jpn,0.1324,53,8,0.0,57256,100,572.56,0.0003197953309881,0.2977477477477477,0.9978530578608192,1.0,0.5148,0.5775,0.535,0.4212,0.6303975275920043
238,yor,rus,0.1607,45,16,0.0045385779122541,61889,100,618.89,0.2241205920170711,0.2977477477477477,0.0611475523213114,1.0,0.4923,0.5843,0.4685,0.445,0.3976102050015437
239,yor,ces,0.256,18,43,0.0423600605143721,87913,100,879.13,0.1727176492441835,0.2977477477477477,0.1763324235524893,1.0,0.5041,0.5828,0.7573,0.4147,0.22627954440721562
240,wbp,bxr,0.3509,26,35,0.0068027210884353,927,55,16.854545454545455,0.6023336111441838,0.5856573705179283,0.0008107912993087,1.0,0.4979,0.4229,0.0,0.0,0.5144980827743987
241,wbp,kmr,0.5745,1,60,0.0136054421768707,754,55,13.709090909090907,0.3877346961448728,0.5856573705179283,0.1142099324511514,1.0,0.4266,0.6558,1.2118,1.3016,0.6155502982109124
242,wbp,hsb,0.3602,23,38,0.0068027210884353,646,55,11.745454545454546,0.5423194196193881,0.5856573705179283,0.0054758244910591,1.0,0.4766,0.4416,0.0,0.0,0.7269476911186379
243,wbp,kaz,0.472,6,55,0.0068027210884353,1078,55,19.6,0.6191198786039454,0.5856573705179283,0.0032645983120955,1.0,0.4358,0.4224,0.3561,0.0,0.5129773992304846
244,wbp,hye,0.3261,33,28,0.0068027210884353,564,55,10.254545454545454,0.5479001354751306,0.5856573705179283,0.0041563598448634,1.0,0.5045,0.6672,1.1421,1.2579,0.5887336075865618
245,wbp,swl,0.1522,60,1,0.0068027210884353,203,55,3.690909090909091,0.4872907625542468,0.5856573705179283,0.0282103298816808,1.0,0.4766,0.4416,0.0,0.0,0.6959658028609756
246,wbp,lit,0.3665,21,40,0.0068027210884353,263,55,4.781818181818182,0.5654157163591126,0.5856573705179283,0.0011945512147218,1.0,0.4881,0.6653,1.0282,1.2827,0.6817877451807922
247,wbp,bel,0.1739,54,7,0.0068027210884353,393,55,7.1454545454545455,0.5525618374558304,0.5856573705179283,0.00319338686474,1.0,0.5101,0.436,0.0,0.0,0.6544590354929601
248,wbp,mar,0.3975,15,46,0.0068027210884353,466,55,8.472727272727273,0.5290718671000361,0.5856573705179283,0.0093351895660948,1.0,0.5031,0.6702,0.8425,1.3062,0.4000287643388645
249,wbp,cop,0.2547,43,18,0.0068027210884353,514,55,9.345454545454546,0.4940717882085432,0.5856573705179283,0.0244549621822705,1.0,0.4802,0.6192,1.03,1.0325,0.6304180059098314
250,wbp,tam,0.4037,13,48,0.0068027210884353,600,55,10.909090909090908,0.5614149588826524,0.5856573705179283,0.0017134223043108,1.0,0.4722,0.6579,0.9271,1.3153,0.3946497980272301
251,wbp,gle,0.3229999999999999,35,26,0.0068027210884353,1020,55,18.545454545454547,0.3499300699300699,0.5856573705179283,0.1620065372129145,1.0,0.5351,0.7079,0.9746,1.3287,0.7801249392059718
252,wbp,hun,0.3665,21,40,0.0068027210884353,1800,55,32.72727272727273,0.4546198320061089,0.5856573705179283,0.0500615424262299,1.0,0.5054,0.6771,1.1766,1.2875,0.6918858532852014
253,wbp,tel,0.5093,5,56,0.0068027210884353,1328,55,24.145454545454545,0.3446196660482374,0.5856573705179283,0.1693880384406549,1.0,0.4647,0.6897,1.1421,1.3756,0.4001644561170941
254,wbp,afr,0.3882,18,43,0.0136054421768707,1934,55,35.163636363636364,0.203484865408243,0.5856573705179283,0.4258254869044307,1.0,0.692,0.8128,1.2118,1.3565,0.5171671944218776
255,wbp,vie,0.4379,7,54,0.0068027210884353,3000,55,54.54545454545455,0.1568043561492321,0.5856573705179283,0.5362035778932072,1.0,0.4655,0.6968,1.3455,1.3504,0.28994528532083497
256,wbp,uig,0.5745,1,60,0.0068027210884353,3456,55,62.83636363636364,0.4374610522567435,0.5856573705179283,0.0640306045239243,1.0,0.3997,0.4095,0.5541,0.0,0.3843549203885624
257,wbp,ell,0.1739,54,7,0.0068027210884353,2521,55,45.83636363636364,0.2837253360022877,0.5856573705179283,0.2657854241917242,1.0,0.5059,0.663,1.1515,1.237,0.6616934719026593
258,wbp,sme,0.3975,15,46,0.0068027210884353,3122,55,56.763636363636365,0.4513223794042703,0.5856573705179283,0.0526127588344093,1.0,0.4095,0.3496,0.0,0.0,0.7134622563607919
259,wbp,glg,0.3323,30,31,0.0068027210884353,3993,55,72.6,0.2302721876615389,0.5856573705179283,0.3682234196326511,1.0,0.4914,0.661,0.9271,1.2779,0.7919462246393539
